execution_id,best_fitness,total_time
5207,187.0,1225.467
5208,187.0,1249.838
5209,184.0,1266.444
5210,187.0,1238.677
5211,187.0,1227.313
5212,187.0,1241.951
5213,187.0,1234.836
5214,187.0,1279.223
5215,186.0,1377.679
5216,187.0,1408.816
5217,188.0,1361.907
5218,184.0,1238.741
5219,187.0,1223.742
5220,185.0,1259.518
5221,188.0,1199.51
5222,183.0,1198.824
5223,187.0,1228.951
5224,186.0,1266.769
5225,186.0,1535.886
5226,189.0,1374.683
5227,184.0,1256.254
5228,188.0,1273.738
5229,186.0,1498.659
5230,185.0,1409.663
5231,186.0,1400.722
5232,185.0,1450.13
5233,188.0,1484.572
5234,189.0,1318.35
5235,187.0,1321.017
5236,187.0,1447.017
5237,189.0,1382.898
5238,189.0,1349.154
5239,186.0,1393.717
5240,187.0,1377.288
5241,187.0,1389.54
5242,188.0,1384.448
5243,187.0,1382.35
5244,189.0,1382.232
5245,189.0,1406.844
5246,186.0,1421.457
5247,186.0,1419.898
5248,185.0,1409.129
5249,186.0,1352.88
5250,186.0,1406.703
5251,187.0,1395.411
5252,188.0,1384.468
5253,189.0,1391.146
5254,187.0,1383.866
5255,185.0,1395.389
5256,185.0,1386.697
