execution_id,best_fitness,total_time
2757,250.0,123.293
2758,247.0,124.172
2759,249.0,124.427
2760,250.0,124.463
2761,248.0,122.39
2762,248.0,122.762
2763,252.0,123.985
2764,251.0,123.557
2765,247.0,124.085
2766,247.0,124.332
2767,248.0,123.17
2768,251.0,122.208
2769,243.0,121.767
2770,250.0,123.036
2771,246.0,122.705
2772,247.0,122.428
2773,250.0,123.743
2774,249.0,123.077
2775,250.0,124.56
2776,243.0,124.113
2777,246.0,121.743
2778,249.0,123.623
2779,248.0,121.232
2780,247.0,124.1
2781,247.0,123.426
2782,250.0,123.225
2783,248.0,122.362
2784,244.0,122.884
2785,248.0,123.257
2786,248.0,124.429
2787,250.0,122.516
2788,247.0,123.074
2789,251.0,124.781
2790,248.0,123.823
2791,246.0,122.376
2792,244.0,123.651
2793,248.0,122.882
2794,247.0,122.449
2795,250.0,121.042
2796,248.0,124.758
2797,244.0,124.205
2798,245.0,123.209
2799,247.0,124.984
2800,248.0,122.881
2801,249.0,124.264
2802,250.0,124.647
2803,249.0,124.826
2804,246.0,123.987
2805,250.0,124.766
2806,243.0,123.886
42,258.0,0.741
