execution_id,best_fitness,total_time
3207,231.0,157.64
3208,230.0,158.697
3209,231.0,155.913
3210,229.0,153.948
3211,231.0,158.856
3212,229.0,158.308
3213,230.0,157.763
3214,231.0,157.225
3215,229.0,153.867
3216,229.0,156.567
3217,231.0,156.969
3218,230.0,155.408
3219,230.0,156.931
3220,231.0,159.371
3221,230.0,158.81
3222,230.0,156.058
3223,231.0,156.621
3224,229.0,159.397
3225,229.0,154.388
3226,232.0,160.193
3227,230.0,154.785
3228,230.0,155.185
3229,231.0,153.665
3230,230.0,155.751
3231,227.0,155.04
3232,230.0,156.816
3233,230.0,157.846
3234,229.0,155.637
3235,230.0,157.887
3236,231.0,159.287
3237,231.0,159.254
3238,231.0,157.476
3239,230.0,157.264
3240,228.0,157.901
3241,230.0,156.082
3242,229.0,158.992
3243,230.0,159.263
3244,227.0,154.422
3245,230.0,154.947
3246,231.0,160.767
3247,230.0,157.362
3248,229.0,158.678
3249,229.0,156.655
3250,230.0,161.276
3251,231.0,157.895
3252,229.0,159.542
3253,228.0,155.989
3254,230.0,159.397
3255,232.0,160.148
3256,230.0,159.113
