execution_id,best_fitness,total_time
3707,67.0,82.455
3708,68.0,83.368
3709,67.0,82.454
3710,69.0,84.327
3711,69.0,83.754
3712,66.0,82.143
3713,69.0,85.443
3714,68.0,84.262
3715,67.0,81.727
3716,68.0,84.765
3717,69.0,85.98
3718,67.0,83.422
3719,69.0,84.855
3720,69.0,83.833
3721,68.0,85.655
3722,66.0,83.137
3723,66.0,82.186
3724,66.0,82.891
3725,68.0,84.504
3726,66.0,82.291
3727,69.0,84.857
3728,68.0,84.342
3729,67.0,83.522
3730,67.0,81.334
3731,67.0,80.368
3732,68.0,85.578
3733,68.0,84.226
3734,67.0,83.93
3735,67.0,81.781
3736,64.0,81.719
3737,68.0,83.697
3738,66.0,83.855
3739,66.0,81.504
3740,67.0,85.385
3741,67.0,81.904
3742,68.0,84.63
3743,69.0,83.425
3744,67.0,81.632
3745,67.0,81.944
3746,69.0,83.182
3747,67.0,84.198
3748,67.0,82.304
3749,66.0,82.284
3750,68.0,83.823
3751,66.0,81.555
3752,69.0,83.362
3753,69.0,82.19
3754,66.0,81.531
3755,69.0,82.989
3756,69.0,83.426
