execution_id,best_fitness,total_time
5657,59.0,482.074
5658,59.0,482.066
5659,59.0,486.915
5660,60.0,487.005
5661,59.0,474.721
5662,59.0,482.507
5663,58.0,483.386
5664,59.0,480.463
5665,60.0,478.969
5666,58.0,491.326
5667,59.0,485.116
5668,59.0,482.77
5669,59.0,486.78
5670,59.0,484.051
5671,60.0,474.61
5672,60.0,474.069
5673,60.0,477.58
5674,59.0,473.166
5675,60.0,480.489
5676,59.0,474.259
5677,59.0,482.467
5678,58.0,488.335
5679,59.0,491.794
5680,59.0,497.155
5681,57.0,500.342
5682,57.0,513.697
5683,58.0,484.423
5684,58.0,482.897
5685,58.0,483.112
5686,59.0,507.36
5687,59.0,504.341
5688,59.0,531.097
5689,60.0,590.777
5690,59.0,616.339
5691,59.0,570.49
5692,59.0,610.54
5693,59.0,639.658
5694,59.0,615.419
5695,59.0,617.723
5696,58.0,476.79
5697,60.0,483.561
5698,59.0,491.936
5699,60.0,505.582
5700,60.0,489.384
5701,60.0,485.858
5702,58.0,497.162
5703,59.0,496.66
5704,60.0,492.884
5705,60.0,487.585
5706,59.0,494.339
71,63.0,2.684
