execution_id,best_fitness,total_time
4457,15.0,37.093
4458,15.0,37.484
4459,15.0,37.583
4460,15.0,37.466
4461,15.0,38.075
4462,15.0,37.679
4463,15.0,37.7
4464,15.0,37.435
4465,15.0,37.488
4466,15.0,37.624
4467,15.0,37.515
4468,15.0,37.727
4469,15.0,37.653
4470,15.0,37.88
4471,15.0,37.746
4472,15.0,37.862
4473,15.0,38.047
4474,15.0,37.555
4475,15.0,37.784
4476,15.0,37.718
4477,15.0,37.771
4478,15.0,37.72
4479,15.0,37.632
4480,15.0,37.94
4481,15.0,37.577
4482,15.0,37.618
4483,15.0,37.438
4484,15.0,37.645
4485,15.0,37.843
4486,15.0,37.127
4487,15.0,37.844
4488,15.0,38.093
4489,15.0,37.278
4490,15.0,37.742
4491,15.0,37.604
4492,15.0,38.027
4493,15.0,37.839
4494,15.0,37.425
4495,15.0,38.027
4496,15.0,37.573
4497,15.0,37.672
4498,15.0,37.789
4499,15.0,37.783
4500,15.0,37.194
4501,15.0,37.583
4502,15.0,37.52
4503,15.0,37.747
4504,15.0,37.519
4505,15.0,37.588
4506,15.0,37.716
59,17.0,0.252
