execution_id,best_fitness,total_time
2307,74.0,44.368
2308,74.0,43.123
2309,71.0,42.749
2310,74.0,42.606
2311,73.0,41.876
2312,72.0,41.527
2313,71.0,41.514
2314,74.0,42.378
2315,72.0,42.747
2316,73.0,43.032
2317,72.0,42.071
2318,71.0,42.056
2319,72.0,41.01
2320,72.0,42.396
2321,72.0,42.273
2322,73.0,42.12
2323,73.0,43.801
2324,73.0,42.744
2325,73.0,41.618
2326,71.0,41.521
2327,72.0,41.373
2328,72.0,42.356
2329,71.0,41.293
2330,71.0,42.071
2331,73.0,41.631
2332,73.0,40.759
2333,71.0,41.415
2334,72.0,42.445
2335,72.0,41.692
2336,72.0,42.072
2337,73.0,41.313
2338,72.0,41.848
2339,72.0,41.199
2340,72.0,41.945
2341,71.0,41.995
2342,72.0,41.617
2343,73.0,42.766
2344,73.0,42.456
2345,72.0,41.317
2346,73.0,41.313
2347,73.0,41.838
2348,72.0,41.875
2349,73.0,42.719
2350,72.0,41.46
2351,72.0,42.063
2352,72.0,42.418
2353,72.0,41.563
2354,72.0,42.651
2355,73.0,42.092
2356,71.0,41.523
