execution_id,best_fitness,total_time
5557,62.0,465.084
5558,64.0,465.658
5559,62.0,463.451
5560,63.0,469.591
5561,64.0,467.231
5562,64.0,474.188
5563,63.0,467.437
5564,63.0,465.421
5565,64.0,465.106
5566,62.0,465.406
5567,62.0,461.312
5568,63.0,468.864
5569,63.0,467.369
5570,63.0,466.377
5571,64.0,469.939
5572,63.0,468.689
5573,64.0,466.509
5574,63.0,467.059
5575,64.0,459.305
5576,63.0,462.975
5577,63.0,463.733
5578,63.0,470.799
5579,64.0,462.226
5580,63.0,463.547
5581,62.0,472.592
5582,63.0,465.4
5583,64.0,465.831
5584,64.0,463.716
5585,63.0,468.156
5586,65.0,466.928
5587,64.0,470.764
5588,63.0,466.533
5589,62.0,469.471
5590,64.0,468.611
5591,64.0,462.183
5592,62.0,458.058
5593,61.0,469.033
5594,63.0,471.565
5595,64.0,467.556
5596,62.0,462.403
5597,61.0,464.304
5598,63.0,468.125
5599,63.0,469.382
5600,62.0,466.091
5601,63.0,469.82
5602,63.0,469.365
5603,63.0,474.329
5604,63.0,465.697
5605,64.0,466.803
5606,63.0,468.881
70,69.0,2.806
