execution_id,best_fitness,total_time
5507,67.0,548.826
5508,67.0,554.136
5509,66.0,540.046
5510,66.0,588.251
5511,66.0,558.519
5512,66.0,539.508
5513,65.0,547.39
5514,67.0,583.508
5515,65.0,597.526
5516,64.0,620.16
5517,64.0,607.58
5518,66.0,567.265
5519,65.0,559.816
5520,66.0,550.233
5521,65.0,560.34
5522,65.0,547.15
5523,66.0,557.145
5524,65.0,549.373
5525,64.0,542.413
5526,65.0,551.348
5527,65.0,556.799
5528,66.0,567.213
5529,65.0,562.383
5530,65.0,547.877
5531,63.0,548.281
5532,64.0,553.936
5533,65.0,574.153
5534,64.0,582.371
5535,65.0,571.265
5536,63.0,548.255
5537,64.0,559.228
5538,66.0,591.805
5539,65.0,592.645
5540,67.0,585.134
5541,65.0,594.424
5542,67.0,587.675
5543,65.0,588.359
5544,64.0,572.579
5545,66.0,576.132
5546,65.0,592.567
5547,65.0,575.315
5548,65.0,546.234
5549,65.0,539.657
5550,65.0,534.828
5551,65.0,554.321
5552,66.0,535.843
5553,66.0,551.018
5554,66.0,550.066
5555,65.0,548.174
5556,65.0,534.135
