execution_id,best_fitness,total_time
4957,186.0,1026.061
4958,187.0,947.995
4959,186.0,935.433
4960,185.0,1040.721
4961,187.0,1135.539
4962,186.0,952.216
4963,186.0,928.08
4964,185.0,1105.75
4965,186.0,1187.017
4966,185.0,1127.205
4967,186.0,966.683
4968,185.0,957.796
4969,184.0,959.408
4970,185.0,927.043
4971,186.0,1118.848
4972,187.0,1172.037
4973,184.0,1005.086
4974,188.0,955.651
4975,186.0,938.785
4976,187.0,938.513
4977,183.0,934.309
4978,182.0,943.609
4979,185.0,940.392
4980,182.0,946.605
4981,186.0,1022.787
4982,185.0,1293.63
4983,184.0,1131.545
4984,186.0,1055.338
4985,184.0,946.525
4986,187.0,1127.473
4987,185.0,1164.616
4988,186.0,963.707
4989,181.0,946.375
4990,188.0,933.283
4991,182.0,1021.403
4992,185.0,1057.556
4993,184.0,1085.194
4994,182.0,1108.485
4995,185.0,1126.141
4996,184.0,1125.997
4997,185.0,1089.983
4998,184.0,1095.56
4999,182.0,1099.786
5000,186.0,1110.741
5001,187.0,1192.931
5002,184.0,1552.763
5003,186.0,1396.124
5004,183.0,1104.274
5005,185.0,1112.709
5006,184.0,1089.017
64,192.0,5.785
