execution_id,best_fitness,total_time
3361,533.0,15.836
3362,540.0,15.983
3363,535.0,15.577
3364,532.0,15.91
3365,541.0,15.562
3366,539.0,15.668
3367,543.0,15.655
3368,540.0,15.767
3369,544.0,15.96
3370,546.0,15.808
3371,543.0,15.999
3372,541.0,15.761
3373,541.0,16.0
3374,545.0,15.804
3375,544.0,15.902
3376,547.0,15.984
3377,541.0,15.619
3378,538.0,15.981
3379,541.0,15.883
3380,545.0,15.879
3381,538.0,15.857
3382,538.0,15.731
3383,533.0,15.876
3384,541.0,16.09
3385,544.0,16.098
3386,537.0,15.789
3387,542.0,16.071
3388,540.0,15.768
3389,541.0,15.859
3390,544.0,15.812
3391,540.0,16.021
3392,538.0,15.873
3393,541.0,15.834
3394,540.0,15.982
3395,544.0,15.907
3396,545.0,15.781
3397,542.0,15.77
3398,543.0,15.828
3399,541.0,15.771
3400,542.0,15.77
3401,540.0,15.902
3402,539.0,15.956
3403,541.0,15.844
3404,542.0,16.112
3405,531.0,15.941
3406,543.0,15.454
3407,538.0,15.671
3408,536.0,15.912
3409,542.0,15.908
3410,542.0,15.914
8,556.0,0.075
