execution_id,best_fitness,total_time
3607,66.0,84.577
3608,66.0,86.044
3609,65.0,87.194
3610,63.0,82.937
3611,65.0,84.206
3612,65.0,84.636
3613,65.0,86.101
3614,66.0,84.413
3615,68.0,86.941
3616,65.0,86.231
3617,65.0,84.813
3618,66.0,84.198
3619,66.0,82.428
3620,70.0,87.103
3621,67.0,84.369
3622,66.0,84.816
3623,66.0,83.043
3624,65.0,84.706
3625,66.0,85.248
3626,69.0,87.863
3627,66.0,81.905
3628,66.0,85.491
3629,65.0,81.72
3630,65.0,86.134
3631,64.0,82.928
3632,68.0,85.834
3633,63.0,85.363
3634,63.0,81.104
3635,65.0,83.106
3636,68.0,85.961
3637,66.0,85.782
3638,65.0,85.559
3639,66.0,84.518
3640,65.0,83.302
3641,65.0,82.366
3642,65.0,82.754
3643,65.0,86.017
3644,65.0,84.193
3645,65.0,82.704
3646,65.0,84.506
3647,65.0,84.208
3648,65.0,84.219
3649,66.0,82.659
3650,65.0,86.028
3651,66.0,83.021
3652,66.0,85.897
3653,65.0,84.444
3654,69.0,88.122
3655,65.0,83.902
3656,64.0,85.343
