execution_id,best_fitness,total_time
2057,261.0,55.742
2058,260.0,55.656
2059,258.0,56.056
2060,263.0,56.307
2061,264.0,56.537
2062,257.0,56.164
2063,260.0,56.005
2064,258.0,56.412
2065,261.0,56.04
2066,260.0,56.664
2067,264.0,55.836
2068,257.0,56.098
2069,256.0,55.85
2070,259.0,56.188
2071,258.0,55.514
2072,262.0,56.566
2073,263.0,56.403
2074,249.0,56.675
2075,257.0,56.385
2076,259.0,55.984
2077,260.0,56.146
2078,263.0,56.165
2079,264.0,56.208
2080,261.0,56.425
2081,255.0,55.586
2082,264.0,56.037
2083,260.0,55.773
2084,257.0,56.241
2085,259.0,56.172
2086,267.0,56.329
2087,257.0,56.109
2088,261.0,55.839
2089,263.0,56.39
2090,253.0,56.033
2091,259.0,55.721
2092,260.0,56.532
2093,259.0,59.64
2094,257.0,56.978
2095,267.0,60.555
2096,259.0,60.108
2097,259.0,61.085
2098,262.0,66.232
2099,261.0,76.388
2100,263.0,83.457
2101,258.0,80.32
2102,263.0,75.701
2103,261.0,74.41
2104,262.0,79.003
2105,265.0,76.575
2106,262.0,77.956
35,278.0,0.337
