execution_id,best_fitness,total_time
2907,244.0,166.216
2908,243.0,163.381
2909,244.0,162.651
2910,247.0,163.662
2911,246.0,160.329
2912,248.0,166.226
2913,243.0,166.294
2914,242.0,164.941
2915,248.0,164.642
2916,244.0,161.235
2917,243.0,165.488
2918,245.0,167.829
2919,246.0,165.192
2920,238.0,162.834
2921,245.0,163.129
2922,247.0,165.948
2923,240.0,166.218
2924,245.0,164.617
2925,240.0,163.031
2926,242.0,165.557
2927,245.0,161.419
2928,245.0,162.596
2929,244.0,164.86
2930,245.0,161.486
2931,244.0,161.241
2932,247.0,165.727
2933,246.0,168.41
2934,243.0,161.51
2935,249.0,161.321
2936,246.0,158.83
2937,244.0,161.56
2938,245.0,162.229
2939,250.0,165.657
2940,242.0,160.558
2941,245.0,162.303
2942,247.0,164.572
2943,244.0,162.216
2944,245.0,162.753
2945,242.0,161.621
2946,247.0,164.375
2947,244.0,164.442
2948,244.0,164.187
2949,244.0,160.768
2950,244.0,160.848
2951,246.0,163.976
2952,245.0,163.613
2953,246.0,163.51
2954,244.0,163.14
2955,246.0,164.155
2956,245.0,161.108
