execution_id,best_fitness,total_time
3357,70.0,61.963
3358,70.0,61.368
3359,70.0,61.436
3360,69.0,60.51
3361,72.0,61.621
3362,70.0,61.057
3363,72.0,60.999
3364,70.0,59.777
3365,72.0,61.342
3366,70.0,60.186
3367,70.0,60.241
3368,70.0,60.912
3369,69.0,58.971
3370,69.0,59.633
3371,71.0,60.917
3372,71.0,60.646
3373,73.0,62.398
3374,72.0,62.612
3375,70.0,60.201
3376,70.0,60.326
3377,69.0,59.999
3378,70.0,60.002
3379,71.0,60.444
3380,71.0,61.589
3381,70.0,59.632
3382,70.0,59.813
3383,70.0,60.073
3384,69.0,60.054
3385,70.0,59.574
3386,69.0,61.446
3387,69.0,59.766
3388,71.0,62.511
3389,72.0,61.266
3390,70.0,60.878
3391,69.0,59.393
3392,70.0,61.209
3393,70.0,61.655
3394,71.0,60.571
3395,69.0,59.878
3396,71.0,63.302
3397,70.0,61.27
3398,72.0,61.215
3399,70.0,60.694
3400,72.0,63.066
3401,70.0,60.626
3402,70.0,60.929
3403,71.0,60.341
3404,70.0,60.06
3405,71.0,60.732
3406,71.0,61.119
48,74.0,0.386
