execution_id,best_fitness,total_time
5307,69.0,600.511
5308,70.0,559.27
5309,67.0,539.749
5310,70.0,611.393
5311,71.0,611.773
5312,69.0,572.294
5313,69.0,538.97
5314,70.0,566.906
5315,71.0,587.659
5316,70.0,618.628
5317,68.0,630.084
5318,69.0,609.028
5319,71.0,570.658
5320,70.0,543.315
5321,69.0,551.979
5322,70.0,552.367
5323,71.0,578.002
5324,69.0,587.669
5325,70.0,577.81
5326,70.0,574.129
5327,70.0,573.843
5328,70.0,581.353
5329,70.0,585.21
5330,70.0,563.793
5331,69.0,527.402
5332,70.0,535.49
5333,70.0,536.348
5334,69.0,576.174
5335,71.0,598.415
5336,70.0,591.667
5337,69.0,582.829
5338,69.0,587.119
5339,69.0,586.233
5340,69.0,574.827
5341,70.0,601.068
5342,70.0,592.862
5343,70.0,582.76
5344,69.0,573.049
5345,70.0,595.153
5346,68.0,592.193
5347,69.0,580.749
5348,70.0,587.651
5349,69.0,578.443
5350,71.0,596.841
5351,70.0,619.461
5352,70.0,612.523
5353,70.0,591.829
5354,69.0,562.788
5355,69.0,553.62
5356,68.0,582.683
