execution_id,best_fitness,total_time
3657,67.0,62.486
3658,68.0,62.98
3659,66.0,61.865
3660,66.0,61.906
3661,67.0,62.881
3662,67.0,63.124
3663,67.0,61.486
3664,67.0,61.868
3665,65.0,61.537
3666,68.0,62.221
3667,67.0,62.285
3668,67.0,62.317
3669,67.0,62.297
3670,67.0,63.098
3671,67.0,62.857
3672,68.0,62.649
3673,68.0,62.831
3674,67.0,61.612
3675,66.0,61.465
3676,66.0,62.503
3677,68.0,62.773
3678,65.0,62.436
3679,66.0,63.512
3680,67.0,63.983
3681,67.0,63.809
3682,67.0,63.87
3683,67.0,63.853
3684,64.0,61.344
3685,67.0,62.723
3686,65.0,61.411
3687,67.0,62.277
3688,67.0,62.304
3689,66.0,62.496
3690,66.0,62.036
3691,67.0,62.132
3692,66.0,61.254
3693,67.0,62.19
3694,66.0,61.137
3695,65.0,62.217
3696,67.0,63.01
3697,66.0,62.948
3698,67.0,62.349
3699,67.0,62.512
3700,65.0,62.007
3701,67.0,62.782
3702,67.0,62.903
3703,67.0,62.534
3704,66.0,62.425
3705,66.0,62.604
3706,65.0,61.69
51,69.0,0.38
