execution_id,best_fitness,total_time
2707,76.0,39.136
2708,74.0,39.705
2709,77.0,41.163
2710,77.0,40.997
2711,77.0,40.594
2712,74.0,39.55
2713,74.0,38.629
2714,76.0,39.476
2715,76.0,39.495
2716,75.0,39.069
2717,75.0,39.173
2718,76.0,39.099
2719,76.0,38.613
2720,76.0,39.612
2721,75.0,39.98
2722,76.0,38.74
2723,76.0,39.213
2724,76.0,40.568
2725,77.0,40.153
2726,75.0,38.933
2727,76.0,38.738
2728,75.0,39.1
2729,75.0,38.869
2730,75.0,38.941
2731,76.0,40.156
2732,76.0,41.052
2733,76.0,41.849
2734,74.0,38.579
2735,76.0,39.211
2736,76.0,39.751
2737,75.0,39.404
2738,74.0,38.807
2739,76.0,39.176
2740,76.0,38.818
2741,75.0,38.858
2742,74.0,39.906
2743,74.0,39.24
2744,76.0,38.922
2745,76.0,39.759
2746,75.0,39.133
2747,74.0,39.197
2748,76.0,41.263
2749,76.0,38.318
2750,74.0,39.271
2751,76.0,40.371
2752,75.0,39.392
2753,75.0,39.103
2754,76.0,40.563
2755,75.0,39.408
2756,73.0,38.537
