execution_id,best_fitness,total_time
1957,255.0,54.758
1958,257.0,55.345
1959,252.0,55.577
1960,252.0,55.937
1961,249.0,55.398
1962,253.0,56.074
1963,252.0,55.03
1964,250.0,54.208
1965,252.0,55.852
1966,259.0,56.141
1967,258.0,57.151
1968,253.0,54.977
1969,255.0,54.756
1970,254.0,56.068
1971,255.0,54.796
1972,253.0,55.532
1973,254.0,55.754
1974,252.0,54.796
1975,260.0,56.778
1976,254.0,54.712
1977,257.0,56.053
1978,258.0,55.239
1979,254.0,55.58
1980,253.0,54.439
1981,256.0,55.152
1982,250.0,54.158
1983,256.0,54.919
1984,254.0,55.204
1985,255.0,55.303
1986,254.0,56.299
1987,255.0,56.03
1988,253.0,55.928
1989,256.0,56.284
1990,255.0,57.027
1991,251.0,54.566
1992,254.0,55.551
1993,251.0,54.622
1994,251.0,54.122
1995,255.0,55.318
1996,252.0,56.301
1997,255.0,54.222
1998,258.0,55.008
1999,255.0,55.946
2000,256.0,55.264
2001,254.0,55.593
2002,254.0,54.527
2003,256.0,56.117
2004,258.0,55.383
2005,254.0,54.246
2006,256.0,55.627
34,270.0,0.349
