execution_id,best_fitness,total_time
2357,80.0,33.329
2358,81.0,33.953
2359,80.0,33.26
2360,79.0,33.221
2361,80.0,33.235
2362,82.0,33.399
2363,78.0,33.359
2364,83.0,33.283
2365,80.0,33.181
2366,80.0,33.78
2367,82.0,33.476
2368,82.0,33.605
2369,83.0,33.35
2370,80.0,33.371
2371,81.0,33.312
2372,79.0,33.381
2373,82.0,33.509
2374,81.0,33.405
2375,80.0,33.294
2376,83.0,33.467
2377,79.0,33.194
2378,82.0,33.304
2379,83.0,33.235
2380,81.0,33.459
2381,81.0,33.152
2382,79.0,33.101
2383,83.0,32.662
2384,81.0,32.968
2385,79.0,33.054
2386,81.0,33.254
2387,82.0,33.283
2388,81.0,33.276
2389,82.0,33.196
2390,81.0,33.29
2391,81.0,33.714
2392,80.0,33.69
2393,83.0,33.762
2394,82.0,33.527
2395,81.0,33.211
2396,80.0,33.309
2397,82.0,33.264
2398,82.0,33.165
2399,82.0,33.34
2400,83.0,33.405
2401,80.0,33.26
2402,81.0,33.087
2403,80.0,33.352
2404,82.0,33.386
2405,79.0,33.245
2406,82.0,33.388
38,86.0,0.21
