execution_id,best_fitness,total_time
2007,260.0,77.716
2008,253.0,76.439
2009,261.0,77.745
2010,253.0,76.604
2011,255.0,76.379
2012,257.0,78.698
2013,254.0,75.998
2014,252.0,76.962
2015,258.0,79.641
2016,257.0,79.878
2017,254.0,77.449
2018,254.0,76.579
2019,254.0,77.166
2020,258.0,77.732
2021,254.0,76.759
2022,258.0,78.463
2023,255.0,77.751
2024,260.0,79.736
2025,255.0,77.974
2026,252.0,75.806
2027,253.0,77.108
2028,253.0,75.894
2029,250.0,77.094
2030,257.0,79.358
2031,255.0,76.771
2032,256.0,79.392
2033,258.0,79.59
2034,259.0,79.458
2035,258.0,76.112
2036,256.0,79.239
2037,258.0,80.195
2038,256.0,77.38
2039,253.0,79.166
2040,252.0,76.691
2041,257.0,77.969
2042,256.0,79.475
2043,254.0,76.205
2044,254.0,77.727
2045,254.0,78.931
2046,255.0,75.375
2047,255.0,78.659
2048,253.0,77.31
2049,252.0,77.882
2050,256.0,75.027
2051,253.0,76.916
2052,254.0,75.83
2053,253.0,75.647
2054,253.0,77.576
2055,255.0,79.43
2056,256.0,78.336
