execution_id,best_fitness,total_time
2607,83.0,42.358
2608,85.0,43.234
2609,86.0,42.628
2610,85.0,43.171
2611,84.0,42.266
2612,84.0,42.027
2613,85.0,42.721
2614,85.0,43.083
2615,84.0,42.279
2616,85.0,43.458
2617,88.0,42.863
2618,86.0,42.821
2619,86.0,43.191
2620,85.0,40.506
2621,86.0,41.943
2622,84.0,42.632
2623,84.0,42.34
2624,82.0,43.254
2625,83.0,42.906
2626,85.0,41.622
2627,84.0,41.892
2628,85.0,41.914
2629,83.0,42.521
2630,83.0,42.519
2631,85.0,42.081
2632,82.0,42.695
2633,86.0,44.178
2634,86.0,42.202
2635,84.0,42.974
2636,85.0,41.053
2637,86.0,42.533
2638,83.0,42.043
2639,84.0,42.928
2640,82.0,42.293
2641,85.0,43.456
2642,83.0,42.042
2643,84.0,42.867
2644,85.0,41.79
2645,85.0,42.67
2646,84.0,43.01
2647,85.0,42.035
2648,83.0,42.436
2649,85.0,41.78
2650,85.0,42.493
2651,84.0,43.112
2652,83.0,41.977
2653,84.0,43.422
2654,84.0,42.368
2655,85.0,42.408
2656,84.0,43.055
