execution_id,best_fitness,total_time
4407,15.0,41.238
4408,15.0,41.715
4409,16.0,42.61
4410,15.0,40.508
4411,16.0,40.834
4412,15.0,41.569
4413,15.0,40.634
4414,15.0,40.389
4415,15.0,40.83
4416,16.0,42.53
4417,15.0,40.475
4418,15.0,40.877
4419,15.0,41.363
4420,15.0,40.58
4421,15.0,40.568
4422,15.0,43.154
4423,15.0,42.219
4424,15.0,40.651
4425,15.0,40.768
4426,15.0,42.498
4427,15.0,40.413
4428,15.0,42.042
4429,15.0,42.568
4430,15.0,40.826
4431,16.0,45.522
4432,15.0,40.98
4433,15.0,41.65
4434,15.0,41.135
4435,15.0,40.822
4436,15.0,40.205
4437,16.0,39.969
4438,16.0,41.899
4439,15.0,42.479
4440,16.0,41.941
4441,15.0,41.905
4442,16.0,41.598
4443,15.0,41.031
4444,15.0,41.842
4445,15.0,40.815
4446,15.0,41.345
4447,15.0,40.497
4448,15.0,40.507
4449,15.0,39.627
4450,15.0,41.184
4451,15.0,40.573
4452,16.0,40.57
4453,15.0,41.647
4454,15.0,40.526
4455,15.0,39.915
4456,15.0,41.219
