execution_id,best_fitness,total_time
2557,87.0,33.335
2558,86.0,32.371
2559,86.0,32.628
2560,86.0,33.412
2561,85.0,32.579
2562,85.0,32.578
2563,84.0,32.457
2564,85.0,32.373
2565,88.0,33.512
2566,85.0,32.676
2567,87.0,33.374
2568,86.0,33.494
2569,87.0,33.563
2570,86.0,33.338
2571,86.0,33.41
2572,87.0,33.597
2573,85.0,32.567
2574,86.0,32.478
2575,85.0,32.572
2576,85.0,32.668
2577,86.0,33.416
2578,87.0,33.299
2579,84.0,32.589
2580,84.0,32.5
2581,85.0,31.946
2582,86.0,32.332
2583,86.0,33.292
2584,88.0,33.409
2585,86.0,32.827
2586,85.0,32.635
2587,87.0,32.92
2588,87.0,33.361
2589,88.0,33.353
2590,85.0,32.72
2591,87.0,33.35
2592,87.0,32.122
2593,86.0,33.344
2594,86.0,32.377
2595,87.0,33.255
2596,87.0,33.204
2597,88.0,33.378
2598,84.0,32.278
2599,87.0,33.29
2600,86.0,32.529
2601,88.0,33.31
2602,84.0,32.342
2603,87.0,33.308
2604,86.0,31.978
2605,84.0,32.437
2606,85.0,32.403
40,89.0,0.2
