execution_id,best_fitness,total_time
3307,64.0,75.668
3308,66.0,72.935
3309,65.0,76.349
3310,66.0,73.406
3311,66.0,73.771
3312,67.0,76.039
3313,66.0,76.133
3314,66.0,77.373
3315,64.0,73.142
3316,66.0,75.779
3317,65.0,75.739
3318,66.0,73.766
3319,66.0,73.232
3320,65.0,75.018
3321,66.0,76.094
3322,67.0,74.085
3323,66.0,75.272
3324,65.0,73.181
3325,64.0,74.401
3326,65.0,73.53
3327,67.0,74.819
3328,67.0,73.007
3329,66.0,76.728
3330,66.0,74.532
3331,66.0,73.449
3332,65.0,74.459
3333,65.0,75.812
3334,66.0,74.518
3335,65.0,73.561
3336,65.0,75.946
3337,67.0,75.358
3338,64.0,72.886
3339,66.0,75.38
3340,65.0,74.249
3341,67.0,74.198
3342,64.0,73.716
3343,65.0,75.324
3344,66.0,75.98
3345,67.0,76.113
3346,66.0,73.917
3347,64.0,72.701
3348,66.0,74.89
3349,65.0,75.09
3350,64.0,73.515
3351,67.0,74.731
3352,65.0,76.43
3353,65.0,73.228
3354,63.0,74.42
3355,67.0,73.878
3356,67.0,73.057
