execution_id,best_fitness,total_time
4157,28.0,62.696
4158,29.0,63.261
4159,30.0,64.371
4160,28.0,62.995
4161,28.0,62.154
4162,28.0,61.799
4163,28.0,62.035
4164,28.0,62.113
4165,28.0,62.584
4166,28.0,61.762
4167,28.0,62.14
4168,28.0,61.946
4169,28.0,61.886
4170,29.0,62.579
4171,28.0,62.26
4172,28.0,62.641
4173,28.0,61.698
4174,28.0,62.13
4175,29.0,62.047
4176,28.0,64.413
4177,29.0,62.837
4178,29.0,63.601
4179,29.0,63.775
4180,29.0,62.488
4181,28.0,61.436
4182,28.0,62.268
4183,28.0,62.129
4184,29.0,62.512
4185,29.0,63.393
4186,28.0,62.246
4187,29.0,63.86
4188,29.0,64.557
4189,29.0,64.543
4190,29.0,69.09
4191,29.0,65.179
4192,30.0,72.815
4193,30.0,87.75
4194,29.0,80.618
4195,28.0,77.178
4196,29.0,74.066
4197,29.0,68.191
4198,28.0,73.427
4199,28.0,69.76
4200,28.0,75.859
4201,28.0,80.242
4202,28.0,78.767
4203,29.0,75.447
4204,29.0,75.682
4205,29.0,75.793
4206,28.0,75.226
56,33.0,0.427
