execution_id,best_fitness,total_time
3957,28.0,60.943
3958,28.0,62.545
3959,28.0,61.321
3960,28.0,63.123
3961,28.0,61.342
3962,28.0,61.879
3963,28.0,64.495
3964,28.0,62.793
3965,28.0,62.588
3966,28.0,61.438
3967,28.0,62.446
3968,28.0,62.277
3969,28.0,61.387
3970,28.0,61.504
3971,28.0,60.206
3972,29.0,59.726
3973,28.0,57.94
3974,28.0,58.283
3975,29.0,60.052
3976,28.0,59.927
3977,28.0,57.67
3978,28.0,56.614
3979,28.0,59.292
3980,28.0,57.162
3981,28.0,57.108
3982,28.0,58.117
3983,28.0,57.344
3984,28.0,56.89
3985,28.0,56.003
3986,28.0,56.778
3987,28.0,58.556
3988,28.0,56.543
3989,28.0,56.176
3990,28.0,56.279
3991,28.0,56.705
3992,28.0,57.651
3993,28.0,57.159
3994,28.0,56.58
3995,28.0,60.023
3996,28.0,57.77
3997,29.0,60.459
3998,28.0,59.073
3999,28.0,56.975
4000,28.0,56.613
4001,28.0,57.425
4002,28.0,58.41
4003,28.0,57.667
4004,28.0,58.433
4005,28.0,57.484
4006,28.0,57.104
54,31.0,0.387
