execution_id,best_fitness,total_time
3557,67.0,66.192
3558,65.0,66.295
3559,67.0,65.319
3560,66.0,64.767
3561,67.0,65.514
3562,66.0,66.285
3563,66.0,65.194
3564,66.0,65.236
3565,66.0,65.947
3566,67.0,67.005
3567,66.0,67.376
3568,66.0,66.744
3569,67.0,67.114
3570,67.0,66.336
3571,68.0,67.439
3572,68.0,67.127
3573,65.0,65.504
3574,67.0,66.639
3575,65.0,65.549
3576,64.0,66.106
3577,66.0,66.411
3578,66.0,66.902
3579,66.0,65.915
3580,67.0,68.337
3581,65.0,67.212
3582,66.0,65.684
3583,63.0,65.62
3584,66.0,64.73
3585,67.0,66.711
3586,63.0,65.902
3587,66.0,67.644
3588,67.0,66.657
3589,66.0,65.801
3590,65.0,66.283
3591,66.0,66.768
3592,67.0,66.722
3593,68.0,67.134
3594,67.0,66.385
3595,66.0,66.371
3596,67.0,67.487
3597,69.0,67.671
3598,67.0,66.472
3599,66.0,66.632
3600,68.0,67.88
3601,67.0,66.062
3602,63.0,66.011
3603,66.0,66.685
3604,65.0,65.452
3605,66.0,66.871
3606,66.0,66.867
50,71.0,0.417
