execution_id,best_fitness,total_time
4657,14.0,35.35
4658,14.0,34.553
4659,14.0,35.545
4660,14.0,34.311
4661,14.0,35.022
4662,14.0,34.239
4663,14.0,34.898
4664,14.0,34.15
4665,14.0,33.452
4666,14.0,35.839
4667,14.0,34.016
4668,14.0,33.289
4669,14.0,35.305
4670,14.0,34.264
4671,14.0,34.802
4672,14.0,34.266
4673,14.0,34.909
4674,14.0,35.15
4675,14.0,35.419
4676,14.0,34.957
4677,14.0,35.021
4678,14.0,35.778
4679,14.0,35.556
4680,14.0,33.854
4681,14.0,35.405
4682,14.0,34.861
4683,14.0,34.663
4684,14.0,34.493
4685,14.0,35.498
4686,14.0,34.385
4687,14.0,33.327
4688,14.0,34.888
4689,14.0,34.124
4690,14.0,35.205
4691,14.0,34.343
4692,14.0,34.96
4693,14.0,35.405
4694,14.0,34.009
4695,14.0,35.363
4696,14.0,34.801
4697,14.0,34.082
4698,14.0,35.19
4699,14.0,34.782
4700,14.0,33.862
4701,14.0,33.846
4702,14.0,33.737
4703,14.0,33.828
4704,14.0,34.313
4705,14.0,35.812
4706,14.0,34.431
61,16.0,0.239
