execution_id,best_fitness,total_time
3457,80.0,62.963
3458,81.0,63.121
3459,79.0,61.248
3460,80.0,62.824
3461,80.0,62.453
3462,80.0,63.501
3463,80.0,63.561
3464,79.0,63.441
3465,80.0,64.036
3466,81.0,63.24
3467,80.0,62.224
3468,78.0,62.081
3469,81.0,62.968
3470,80.0,62.166
3471,80.0,63.002
3472,78.0,61.024
3473,79.0,62.895
3474,79.0,61.81
3475,80.0,60.802
3476,75.0,60.353
3477,79.0,62.756
3478,80.0,63.087
3479,80.0,62.805
3480,81.0,64.333
3481,78.0,61.402
3482,79.0,60.602
3483,80.0,62.445
3484,80.0,60.75
3485,81.0,62.731
3486,80.0,62.902
3487,80.0,62.849
3488,78.0,62.219
3489,80.0,63.136
3490,79.0,61.757
3491,80.0,63.173
3492,77.0,61.359
3493,80.0,63.316
3494,80.0,62.738
3495,78.0,61.022
3496,80.0,62.23
3497,80.0,62.834
3498,81.0,62.756
3499,80.0,62.205
3500,80.0,61.803
3501,80.0,63.297
3502,79.0,61.184
3503,78.0,61.329
3504,78.0,60.816
3505,81.0,61.963
3506,81.0,62.148
49,83.0,0.399
