execution_id,best_fitness,total_time
5107,187.0,1300.846
5108,188.0,1289.01
5109,189.0,1289.073
5110,186.0,1302.414
5111,189.0,1289.422
5112,188.0,1288.932
5113,187.0,1290.96
5114,186.0,1300.138
5115,186.0,1284.628
5116,187.0,1291.493
5117,191.0,1282.932
5118,186.0,1286.426
5119,187.0,1273.316
5120,187.0,1271.885
5121,189.0,1279.549
5122,187.0,1301.817
5123,185.0,1279.649
5124,188.0,1287.282
5125,188.0,1319.148
5126,189.0,1400.369
5127,187.0,1391.114
5128,185.0,1386.746
5129,187.0,1376.758
5130,185.0,1384.558
5131,190.0,1393.97
5132,190.0,1381.368
5133,185.0,1374.962
5134,189.0,1393.097
5135,189.0,1414.101
5136,186.0,1393.456
5137,187.0,1375.561
5138,188.0,1387.073
5139,188.0,1370.965
5140,188.0,1368.067
5141,188.0,1384.656
5142,186.0,1378.64
5143,186.0,1375.422
5144,188.0,1387.832
5145,188.0,1382.736
5146,186.0,1396.069
5147,188.0,1384.968
5148,189.0,1404.892
5149,186.0,1413.483
5150,189.0,1389.731
5151,187.0,1397.964
5152,187.0,1377.363
5153,188.0,1370.29
5154,186.0,1361.594
5155,187.0,1370.371
5156,188.0,1352.328
