execution_id,best_fitness,total_time
2407,83.0,44.467
2408,82.0,44.7
2409,82.0,43.644
2410,79.0,44.334
2411,83.0,44.13
2412,81.0,44.849
2413,81.0,45.205
2414,80.0,44.736
2415,82.0,45.354
2416,83.0,44.742
2417,81.0,44.989
2418,81.0,43.593
2419,81.0,44.601
2420,80.0,44.764
2421,81.0,43.724
2422,82.0,44.285
2423,82.0,43.988
2424,79.0,44.85
2425,80.0,43.023
2426,82.0,41.397
2427,82.0,41.891
2428,81.0,40.925
2429,82.0,41.331
2430,82.0,42.744
2431,80.0,41.253
2432,83.0,40.817
2433,82.0,41.735
2434,82.0,42.101
2435,81.0,42.207
2436,83.0,40.927
2437,82.0,41.941
2438,81.0,41.04
2439,80.0,42.061
2440,80.0,42.292
2441,82.0,41.899
2442,82.0,42.339
2443,82.0,40.696
2444,81.0,41.431
2445,80.0,40.662
2446,81.0,41.787
2447,83.0,41.584
2448,79.0,41.037
2449,83.0,41.096
2450,83.0,42.356
2451,82.0,42.208
2452,80.0,41.442
2453,81.0,42.578
2454,79.0,41.565
2455,81.0,40.951
2456,80.0,42.43
