execution_id,best_fitness,total_time
4007,28.0,65.252
4008,28.0,67.045
4009,28.0,67.709
4010,28.0,65.872
4011,28.0,65.964
4012,28.0,66.655
4013,28.0,64.723
4014,28.0,66.784
4015,28.0,65.392
4016,28.0,67.59
4017,28.0,65.716
4018,28.0,64.5
4019,28.0,63.429
4020,29.0,64.635
4021,28.0,65.052
4022,28.0,67.621
4023,29.0,64.859
4024,27.0,64.052
4025,28.0,65.931
4026,28.0,64.728
4027,28.0,68.411
4028,28.0,73.199
4029,28.0,72.316
4030,28.0,65.846
4031,28.0,67.879
4032,28.0,67.134
4033,28.0,69.344
4034,28.0,69.797
4035,28.0,75.533
4036,28.0,77.99
4037,28.0,75.908
4038,28.0,81.538
4039,28.0,76.245
4040,28.0,77.415
4041,28.0,77.514
4042,28.0,80.38
4043,28.0,75.147
4044,28.0,74.717
4045,28.0,77.113
4046,28.0,74.582
4047,28.0,78.002
4048,28.0,79.268
4049,28.0,76.97
4050,28.0,79.067
4051,28.0,78.866
4052,28.0,75.154
4053,28.0,80.361
4054,28.0,77.893
4055,28.0,75.74
4056,28.0,78.691
