execution_id,best_fitness,total_time
3107,249.0,203.996
3108,248.0,220.84
3109,247.0,210.042
3110,248.0,209.531
3111,249.0,206.125
3112,251.0,214.975
3113,250.0,209.618
3114,250.0,220.884
3115,251.0,217.82
3116,245.0,221.606
3117,246.0,221.119
3118,252.0,217.944
3119,244.0,215.74
3120,251.0,210.318
3121,251.0,212.145
3122,243.0,211.032
3123,245.0,210.982
3124,252.0,219.309
3125,246.0,213.796
3126,250.0,222.807
3127,247.0,224.774
3128,249.0,218.323
3129,245.0,221.795
3130,244.0,221.888
3131,251.0,226.075
3132,250.0,214.319
3133,250.0,176.403
3134,246.0,163.562
3135,250.0,155.962
3136,253.0,160.279
3137,249.0,157.04
3138,243.0,158.211
3139,251.0,156.521
3140,248.0,158.862
3141,252.0,159.14
3142,250.0,167.334
3143,251.0,157.71
3144,246.0,157.906
3145,250.0,159.744
3146,250.0,158.993
3147,249.0,154.445
3148,245.0,157.363
3149,242.0,151.834
3150,249.0,152.587
3151,249.0,155.225
3152,245.0,152.974
3153,252.0,154.548
3154,252.0,154.035
3155,250.0,153.491
3156,252.0,158.14
