execution_id,best_fitness,total_time
3857,33.0,69.355
3858,32.0,64.825
3859,32.0,65.107
3860,32.0,64.84
3861,32.0,66.129
3862,33.0,65.53
3863,33.0,68.41
3864,31.0,65.655
3865,32.0,65.16
3866,32.0,65.067
3867,31.0,63.323
3868,31.0,63.882
3869,32.0,62.579
3870,32.0,64.607
3871,31.0,65.764
3872,31.0,64.193
3873,32.0,63.509
3874,33.0,64.354
3875,33.0,67.25
3876,31.0,67.384
3877,33.0,66.386
3878,32.0,66.578
3879,32.0,66.099
3880,31.0,66.397
3881,33.0,67.296
3882,33.0,66.165
3883,32.0,67.477
3884,31.0,67.483
3885,33.0,67.185
3886,32.0,65.312
3887,33.0,66.264
3888,32.0,67.463
3889,32.0,66.017
3890,33.0,68.555
3891,32.0,68.641
3892,32.0,67.85
3893,32.0,67.76
3894,33.0,68.045
3895,32.0,66.913
3896,33.0,66.634
3897,31.0,66.957
3898,33.0,64.725
3899,32.0,66.526
3900,33.0,69.248
3901,32.0,67.077
3902,32.0,66.976
3903,32.0,67.423
3904,32.0,65.769
3905,33.0,66.606
3906,33.0,70.021
53,36.0,0.427
