execution_id,best_fitness,total_time
5257,70.0,507.186
5258,68.0,510.875
5259,66.0,507.934
5260,70.0,510.761
5261,69.0,515.968
5262,70.0,508.252
5263,70.0,512.784
5264,68.0,506.144
5265,68.0,511.132
5266,69.0,513.769
5267,69.0,511.494
5268,67.0,516.354
5269,69.0,511.722
5270,70.0,512.548
5271,69.0,513.305
5272,68.0,514.623
5273,68.0,519.93
5274,68.0,501.984
5275,69.0,512.291
5276,69.0,507.199
5277,70.0,507.767
5278,70.0,503.684
5279,69.0,521.099
5280,69.0,519.337
5281,70.0,561.591
5282,70.0,536.965
5283,68.0,504.913
5284,71.0,507.657
5285,69.0,497.201
5286,70.0,501.44
5287,69.0,509.85
5288,69.0,496.498
5289,68.0,506.278
5290,69.0,510.605
5291,68.0,512.077
5292,69.0,503.93
5293,70.0,509.867
5294,70.0,506.237
5295,68.0,499.85
5296,68.0,504.088
5297,70.0,509.229
5298,68.0,496.63
5299,70.0,504.416
5300,68.0,486.527
5301,69.0,497.358
5302,69.0,497.173
5303,70.0,496.956
5304,69.0,484.66
5305,68.0,475.176
5306,68.0,525.766
67,76.0,3.0
