execution_id,best_fitness,total_time
4907,171.0,1169.83
4908,171.0,1260.102
4909,171.0,1305.974
4910,171.0,1344.759
4911,173.0,1360.594
4912,169.0,1355.112
4913,172.0,1371.212
4914,170.0,1383.817
4915,171.0,1328.503
4916,170.0,1349.894
4917,171.0,1353.212
4918,171.0,1307.207
4919,171.0,1367.218
4920,171.0,1405.709
4921,172.0,1320.969
4922,173.0,1332.729
4923,168.0,1279.366
4924,170.0,1263.437
4925,172.0,1399.017
4926,170.0,1344.016
4927,169.0,1286.783
4928,172.0,1280.328
4929,170.0,1364.06
4930,173.0,1318.996
4931,170.0,1365.065
4932,171.0,1358.062
4933,169.0,1343.757
4934,172.0,1345.819
4935,172.0,1322.614
4936,172.0,1393.025
4937,170.0,1351.818
4938,171.0,1290.058
4939,171.0,1346.682
4940,170.0,1552.669
4941,171.0,1542.268
4942,173.0,1530.935
4943,172.0,1597.591
4944,170.0,1526.335
4945,172.0,1558.085
4946,173.0,1578.526
4947,172.0,1570.061
4948,168.0,1596.944
4949,170.0,1321.725
4950,171.0,1326.703
4951,172.0,1307.676
4952,172.0,1167.99
4953,169.0,1142.198
4954,167.0,1197.008
4955,170.0,1186.234
4956,171.0,1205.274
