execution_id,best_fitness,total_time
5707,60.0,593.717
5708,60.0,605.192
5709,60.0,580.952
5710,61.0,569.52
5711,60.0,584.772
5712,61.0,564.06
5713,61.0,557.545
5714,61.0,551.681
5715,60.0,529.066
5716,59.0,559.41
5717,60.0,549.767
5718,61.0,555.734
5719,61.0,556.772
5720,59.0,540.976
5721,61.0,537.215
5722,60.0,555.925
5723,59.0,554.366
5724,60.0,554.842
5725,61.0,554.106
5726,59.0,540.617
5727,60.0,548.387
5728,58.0,543.107
5729,60.0,547.773
5730,59.0,550.345
5731,60.0,550.203
5732,59.0,547.301
5733,60.0,545.506
5734,60.0,545.676
5735,61.0,550.906
5736,61.0,539.2
5737,61.0,560.526
5738,60.0,554.635
5739,58.0,554.094
5740,61.0,546.335
5741,61.0,547.918
5742,58.0,553.225
5743,61.0,547.932
5744,60.0,567.167
5745,60.0,550.765
5746,60.0,556.4
5747,61.0,561.008
5748,60.0,565.936
5749,58.0,563.054
5750,60.0,548.218
5751,61.0,556.404
5752,61.0,557.893
5753,59.0,561.369
5754,59.0,561.106
5755,60.0,559.156
5756,60.0,561.511
