execution_id,best_fitness,total_time
3907,33.0,75.893
3908,33.0,76.144
3909,32.0,73.735
3910,33.0,76.754
3911,32.0,74.204
3912,33.0,74.667
3913,33.0,74.408
3914,32.0,75.594
3915,32.0,73.507
3916,33.0,78.676
3917,32.0,74.363
3918,31.0,76.511
3919,33.0,76.946
3920,32.0,77.501
3921,33.0,75.273
3922,33.0,76.696
3923,33.0,78.403
3924,33.0,74.789
3925,33.0,73.078
3926,31.0,74.417
3927,32.0,78.922
3928,31.0,74.944
3929,32.0,76.543
3930,32.0,75.988
3931,33.0,76.601
3932,32.0,74.735
3933,33.0,76.012
3934,32.0,76.803
3935,33.0,77.732
3936,33.0,75.715
3937,33.0,76.718
3938,33.0,77.554
3939,31.0,78.191
3940,32.0,76.03
3941,33.0,74.712
3942,33.0,76.998
3943,33.0,75.998
3944,32.0,77.334
3945,32.0,74.765
3946,32.0,76.379
3947,33.0,74.811
3948,32.0,75.292
3949,33.0,77.788
3950,33.0,75.529
3951,32.0,74.848
3952,31.0,77.684
3953,32.0,77.52
3954,31.0,77.446
3955,32.0,75.641
3956,33.0,76.109
