execution_id,best_fitness,total_time
2957,264.0,112.067
2958,265.0,111.297
2959,263.0,109.555
2960,265.0,110.51
2961,264.0,110.723
2962,263.0,109.724
2963,264.0,109.574
2964,262.0,111.022
2965,264.0,110.659
2966,264.0,109.983
2967,262.0,110.504
2968,265.0,111.103
2969,261.0,110.964
2970,264.0,110.762
2971,264.0,109.96
2972,262.0,109.85
2973,265.0,111.114
2974,266.0,111.896
2975,262.0,109.458
2976,261.0,110.497
2977,262.0,110.154
2978,265.0,111.128
2979,262.0,109.908
2980,262.0,110.339
2981,260.0,110.255
2982,265.0,109.801
2983,265.0,110.35
2984,262.0,109.468
2985,265.0,109.333
2986,265.0,110.574
2987,261.0,110.187
2988,262.0,112.047
2989,265.0,112.603
2990,258.0,111.361
2991,263.0,111.621
2992,262.0,111.404
2993,266.0,113.327
2994,263.0,111.078
2995,265.0,115.927
2996,262.0,112.19
2997,264.0,112.38
2998,266.0,117.829
2999,264.0,110.01
3000,262.0,114.816
3001,263.0,114.575
3002,264.0,111.284
3003,265.0,110.426
3004,263.0,112.073
3005,266.0,109.892
3006,263.0,110.118
44,276.0,0.695
