execution_id,best_fitness,total_time
3407,69.0,77.391
3408,70.0,77.984
3409,70.0,78.806
3410,69.0,76.886
3411,68.0,75.299
3412,70.0,77.357
3413,69.0,75.901
3414,69.0,76.358
3415,69.0,75.016
3416,70.0,75.801
3417,68.0,76.265
3418,68.0,75.47
3419,69.0,77.009
3420,69.0,75.606
3421,69.0,76.769
3422,70.0,77.734
3423,68.0,76.691
3424,69.0,76.171
3425,69.0,77.048
3426,70.0,78.157
3427,69.0,77.638
3428,70.0,77.772
3429,70.0,76.8
3430,69.0,74.94
3431,70.0,76.543
3432,69.0,77.228
3433,69.0,76.463
3434,68.0,74.451
3435,68.0,76.941
3436,68.0,75.554
3437,69.0,77.27
3438,69.0,77.179
3439,69.0,79.643
3440,70.0,77.018
3441,70.0,76.256
3442,69.0,75.486
3443,69.0,78.455
3444,70.0,77.745
3445,69.0,77.12
3446,69.0,78.443
3447,69.0,76.896
3448,69.0,75.66
3449,68.0,76.771
3450,68.0,77.017
3451,69.0,75.854
3452,69.0,75.088
3453,68.0,76.629
3454,70.0,75.559
3455,69.0,79.372
3456,69.0,75.725
