execution_id,best_fitness,total_time
2457,84.0,31.19
2458,84.0,31.406
2459,84.0,31.769
2460,83.0,31.088
2461,83.0,30.835
2462,83.0,31.39
2463,83.0,31.004
2464,83.0,31.055
2465,83.0,30.952
2466,83.0,30.965
2467,83.0,31.049
2468,83.0,30.954
2469,82.0,31.088
2470,82.0,31.214
2471,82.0,30.798
2472,82.0,30.703
2473,82.0,30.866
2474,82.0,30.718
2475,84.0,31.36
2476,83.0,30.838
2477,83.0,30.208
2478,83.0,30.83
2479,83.0,30.822
2480,84.0,30.951
2481,82.0,31.263
2482,84.0,31.086
2483,82.0,30.233
2484,84.0,31.702
2485,84.0,31.677
2486,83.0,30.959
2487,84.0,31.682
2488,84.0,31.162
2489,83.0,31.01
2490,84.0,30.724
2491,83.0,30.92
2492,84.0,31.015
2493,82.0,31.099
2494,83.0,30.866
2495,84.0,31.551
2496,83.0,30.957
2497,83.0,30.93
2498,83.0,30.728
2499,83.0,30.925
2500,83.0,30.846
2501,83.0,31.715
2502,83.0,30.911
2503,83.0,30.72
2504,83.0,30.753
2505,83.0,31.247
2506,85.0,30.641
39,89.0,0.195
