execution_id,best_fitness,total_time
5357,69.0,502.768
5358,70.0,556.421
5359,70.0,563.425
5360,70.0,546.983
5361,70.0,571.148
5362,70.0,520.663
5363,70.0,536.257
5364,69.0,551.614
5365,70.0,538.97
5366,70.0,547.597
5367,69.0,541.167
5368,69.0,547.505
5369,69.0,542.735
5370,70.0,546.467
5371,70.0,570.335
5372,70.0,569.636
5373,70.0,549.615
5374,69.0,531.179
5375,71.0,528.857
5376,70.0,537.68
5377,70.0,550.209
5378,70.0,534.536
5379,70.0,623.1
5380,69.0,646.85
5381,68.0,545.785
5382,69.0,588.933
5383,69.0,549.703
5384,70.0,496.555
5385,70.0,519.699
5386,70.0,495.799
5387,70.0,459.21
5388,70.0,461.576
5389,68.0,445.084
5390,70.0,433.817
5391,70.0,448.429
5392,70.0,453.292
5393,69.0,444.932
5394,69.0,458.374
5395,70.0,429.643
5396,69.0,448.733
5397,71.0,440.63
5398,68.0,454.132
5399,70.0,455.24
5400,69.0,458.49
5401,69.0,446.61
5402,69.0,462.106
5403,70.0,476.34
5404,69.0,478.666
5405,69.0,515.966
5406,70.0,518.153
68,74.0,2.903
